id,Title,Year,Type,smoking,cigarette-smoking,pipe-smoking,cigar-smoking,Plot,Rating,Awards
tt1606375,Downton Abbey,2010–2015,series,True,False,False,False,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,8.7,Won 3 Golden Globes. Another 54 wins & 224 nominations.
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,movie,True,False,True,False,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,8.8,Won 4 Oscars. Another 114 wins & 124 nominations.
tt1302006,The Irishman,2019,movie,True,True,False,True,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",7.9,Nominated for 10 Oscars. Another 71 wins & 311 nominations.
tt0106918,The Firm,1993,movie,True,True,False,True,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,6.8,Nominated for 2 Oscars. Another 3 wins & 5 nominations.
tt0103772,Basic Instinct,1992,movie,True,True,False,False,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,7.0,Nominated for 2 Oscars. Another 5 wins & 21 nominations.
tt4647692,Letterkenny,2016–,series,True,False,False,False,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",8.7,13 wins & 30 nominations.
tt3371366,Transformers: The Last Knight,2017,movie,True,False,True,False,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",5.2,2 wins & 19 nominations.
tt0149261,Deep Blue Sea,1999,movie,True,True,False,False,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",5.9,2 wins & 4 nominations.
tt6803046,The Vast of Night,2019,movie,True,False,False,False,"In the twilight of the 1950s, on one fateful night in New Mexico, young switchboard operator Fay and charismatic radio DJ Everett discover a strange audio frequency that could change their small town and the future forever.",6.7,4 wins & 10 nominations.
tt0360486,Constantine,2005,movie,True,True,False,False,"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",7.0,2 wins & 10 nominations.
tt0034583,Casablanca,1942,movie,True,False,False,False,A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,Won 3 Oscars. Another 5 wins & 9 nominations.
tt0117951,Trainspotting,1996,movie,True,True,False,False,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",8.1,Nominated for 1 Oscar. Another 23 wins & 33 nominations.
tt0790636,Dallas Buyers Club,2013,movie,True,True,False,False,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",8.0,Won 3 Oscars. Another 82 wins & 82 nominations.
tt0450278,Hostel,2005,movie,True,False,False,False,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",5.9,4 wins & 12 nominations.
tt1001508,He's Just Not That Into You,2009,movie,True,True,False,False,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,6.4,1 win & 4 nominations.
tt0061722,The Graduate,1967,movie,True,False,False,False,A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,Won 1 Oscar. Another 20 wins & 20 nominations.
tt0033467,Citizen Kane,1941,movie,True,False,True,True,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",8.3,Won 1 Oscar. Another 9 wins & 13 nominations.
tt1637725,Ted,2012,movie,True,False,False,False,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",6.9,Nominated for 1 Oscar. Another 13 wins & 27 nominations.
tt0072890,Dog Day Afternoon,1975,movie,True,False,False,False,"A man robs a bank to pay for his lover's operation, which turns into a hostage situation and a media circus.",8.0,Won 1 Oscar. Another 13 wins & 19 nominations.
tt3289956,The Autopsy of Jane Doe,2016,movie,True,True,False,False,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",6.8,8 wins & 10 nominations.
tt0103074,Thelma & Louise,1991,movie,True,True,False,False,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",7.5,Won 1 Oscar. Another 23 wins & 49 nominations.
tt0120669,Fear and Loathing in Las Vegas,1998,movie,True,False,False,False,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,7.6,1 win & 3 nominations.
tt0082096,Das Boot,1981,movie,True,False,False,False,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",8.3,Nominated for 6 Oscars. Another 13 wins & 5 nominations.
tt0435625,The Descent,2005,movie,True,True,False,False,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",7.2,8 wins & 18 nominations.
tt2503944,Burnt,2015,movie,True,False,False,False,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",6.6,6 wins & 1 nomination.
tt0114011,Now and Then,1995,movie,True,True,False,False,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,6.8,1 nomination.
tt7216636,Hazbin Hotel,2019–,series,True,False,False,False,"In attempt to find a non-violent alternative for reducing Hell's overpopulation, the daughter of Lucifer opens a rehabilitation hotel that offers a group of misfit demons a chance at redemption.",8.2,N/A
tt4555426,Darkest Hour,2017,movie,True,False,False,True,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",7.4,Won 2 Oscars. Another 51 wins & 77 nominations.
tt1588170,I Saw the Devil,2010,movie,True,True,False,False,A secret agent exacts revenge on a serial killer through a series of captures and releases.,7.8,16 wins & 19 nominations.
tt0117705,Space Jam,1996,movie,True,False,False,True,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",6.4,5 wins & 7 nominations.
tt2401878,Anomalisa,2015,movie,True,True,False,False,A man crippled by the mundanity of his life experiences something out of the ordinary.,7.3,Nominated for 1 Oscar. Another 25 wins & 76 nominations.
tt9148706,Misbehaviour,2020,movie,True,True,False,False,A group of women hatch a plan to disrupt the 1970 Miss World beauty competition in London.,6.0,N/A
tt7008872,Boy Erased,2018,movie,True,True,False,False,The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,6.9,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.
tt8134742,3 from Hell,2019,movie,True,True,False,False,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.",5.5,2 nominations.
tt0084522,Porky's,1981,movie,True,False,False,True,"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",6.2,1 win & 1 nomination.
tt0102494,My Own Private Idaho,1991,movie,True,False,False,False,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,7.1,12 wins & 10 nominations.
tt6205872,Assassination Nation,2018,movie,True,False,False,False,"After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descents and four girls must fight to survive, while coping with the hack themselves.",5.9,1 win & 4 nominations.
tt0252076,Maid in Manhattan,2002,movie,True,False,False,False,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.",5.3,1 win & 8 nominations.
tt0071402,Death Wish,1974,movie,True,True,False,True,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,7.0,1 win & 1 nomination.
tt0064276,Easy Rider,1969,movie,True,False,False,False,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap they are unaware of.",7.3,Nominated for 2 Oscars. Another 8 wins & 12 nominations.
tt1893256,Redemption,2013,movie,True,False,False,False,A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.,6.2,N/A
tt0426883,Alpha Dog,2006,movie,True,True,True,False,"Johnny and a couple pals kidnap Jake's 15-year-old brother, Zach, then assigns his buddy Frankie to be Zach's minder. They develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control.",6.9,3 wins & 7 nominations.
tt0353049,Chappelle's Show,2003–2006,series,True,False,False,False,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,8.8,Nominated for 3 Primetime Emmys. Another 7 wins & 11 nominations.
tt0128445,Rushmore,1998,movie,True,False,False,False,The extracurricular king of Rushmore Preparatory School is put on academic probation.,7.7,Nominated for 1 Golden Globe. Another 16 wins & 15 nominations.
tt0095631,Midnight Run,1988,movie,True,False,False,False,"An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",7.5,Nominated for 2 Golden Globes. Another 2 wins & 2 nominations.
tt1172233,Whip It,2009,movie,True,False,False,False,"In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",6.9,8 nominations.
tt2752200,Young & Beautiful,2013,movie,True,False,False,False,"After losing her virginity, Isabelle takes up a secret life as a call girl, meeting her clients for hotel-room trysts. Throughout, she remains curiously aloof, showing little interest in the encounters themselves or the money she makes.",6.7,3 wins & 7 nominations.
tt0157503,Drop Dead Gorgeous,1999,movie,True,False,False,False,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,6.6,2 wins & 2 nominations.
tt5689068,Killing Gunther,2017,movie,True,False,False,False,"A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him, but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",4.8,N/A
tt0116908,The Long Kiss Goodnight,1996,movie,True,True,False,False,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",6.8,3 nominations.
tt0081283,Ordinary People,1980,movie,True,False,False,False,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",7.7,Won 4 Oscars. Another 15 wins & 14 nominations.
tt0046912,Dial M for Murder,1954,movie,True,True,True,True,A tennis player tries to arrange his wife's murder after learning of her affair.,8.2,Nominated for 1 BAFTA Film Award. Another 5 wins & 2 nominations.
tt0043274,Alice in Wonderland,1951,movie,True,False,True,False,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,7.4,Nominated for 1 Oscar. Another 1 nomination.
tt1456635,Goon,2011,movie,True,False,False,False,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",6.8,1 win & 13 nominations.
tt1592873,LOL,2012,movie,True,False,False,False,"As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.",4.4,1 nomination.
tt0055254,One Hundred and One Dalmatians,1961,movie,True,True,True,True,"When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.",7.2,Won 1 BAFTA Film Award. Another 2 nominations.
tt6127004,Paradise Hills,2019,movie,True,False,False,False,Uma is a young woman who wakes up in an apparently idyllic reform school for young ladies. But a dark secret lies within its walls.,5.6,1 win & 22 nominations.
tt7204348,El Angel,2018,movie,True,True,False,False,"The angelic face of Carlos, a 17-year-old teenager, hides a dark facet of robberies, lies and murders.",7.0,20 wins & 31 nominations.
tt0047437,Sabrina,1954,movie,True,False,False,True,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",7.7,Won 1 Oscar. Another 5 wins & 8 nominations.
tt3286052,The Blackcoat's Daughter,2015,movie,True,True,False,False,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,5.9,6 nominations.
tt0292644,The Rules of Attraction,2002,movie,True,True,False,False,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",6.7,2 wins & 3 nominations.
tt0099700,Gremlins 2: The New Batch,1990,movie,True,False,False,False,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",6.4,6 nominations.
tt0095776,Oliver & Company,1988,movie,True,False,False,True,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,6.7,Nominated for 1 Golden Globe. Another 1 win & 2 nominations.
tt0113161,Get Shorty,1995,movie,True,False,False,False,"A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",6.9,Won 1 Golden Globe. Another 5 wins & 16 nominations.
tt0077713,I Spit on Your Grave,1978,movie,True,True,False,False,"An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",5.7,2 wins.
tt0210616,Center Stage,2000,movie,True,False,False,False,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,6.7,1 win.
tt0028212,Sabotage,1936,movie,True,False,False,False,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",7.1,N/A
tt0107050,Grumpy Old Men,1993,movie,True,False,False,False,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,7.0,1 win & 1 nomination.
tt0185125,All About My Mother,1999,movie,True,False,False,False,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",7.8,Won 1 Oscar. Another 57 wins & 39 nominations.
tt3138122,Into the Ashes,2019,movie,True,True,False,False,"Nick escapes his criminal past and 2 partners, gets a steady job, a friend at work and marries the sheriff's daughter. But his past catches up with him, when his ex partners track him down and want their share of the loot.",5.4,N/A
tt0262150,Black Books,2000–2004,series,True,False,False,False,"Bernard Black runs a book shop, though his customer service skills leave something to be desired. He hires Manny as an employee. Fran runs the shop next door. Between the three of them many adventures ensue.",8.5,3 wins & 3 nominations.
tt0203019,Men of Honor,2000,movie,True,False,False,False,"The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.",7.2,11 nominations.
tt0119164,The Full Monty,1997,movie,True,False,False,False,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",7.2,Won 1 Oscar. Another 36 wins & 34 nominations.
tt1829012,Passion,2012,movie,True,False,False,False,The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.,5.3,3 nominations.
tt0078446,Up in Smoke,1978,movie,True,False,False,False,"Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.",7.0,N/A
tt0139239,Go,1999,movie,True,True,False,False,The aftermath of a drug deal as told from three different points of view.,7.2,5 wins & 7 nominations.
tt1441912,The Way,2010,movie,True,True,False,False,"A father heads overseas to recover the body of his estranged son who died while traveling the ""El camino de Santiago,"" and decides to take the pilgrimage himself.",7.4,1 win & 8 nominations.
tt0490086,Big Stan,2007,movie,True,False,False,False,A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,6.2,N/A
tt2505294,Ask Me Anything,2014,movie,True,True,False,False,"A confused teenager writes a blog revealing her daily activities and secrets, advised to do so by her high school guidance counselor in lieu of moving onto her first year in college.",6.0,1 win.
tt0178737,Mansfield Park,1999,movie,True,False,False,False,"At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...",7.1,5 nominations.
tt3114390,Kill la Kill,2013–2014,series,True,False,False,False,A young girl arrives at a school of superhumans to find out the truth behind her father's murder.,7.9,3 wins & 3 nominations.
tt0112818,Dead Man Walking,1995,movie,True,False,False,False,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",7.5,Won 1 Oscar. Another 22 wins & 22 nominations.
tt5698320,Euphoria,2017,movie,True,False,False,False,Sisters in conflict travelling through Europe toward a mystery destination.,5.8,4 nominations.
tt0083530,Airplane II: The Sequel,1982,movie,True,True,False,False,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?,6.2,N/A
tt0030341,The Lady Vanishes,1938,movie,True,False,True,False,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",7.8,1 win & 1 nomination.
tt0086312,Silkwood,1983,movie,True,True,False,False,"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",7.2,Nominated for 5 Oscars. Another 2 wins & 13 nominations.
tt0362225,Tell No One,2006,movie,True,True,False,False,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",7.5,12 wins & 15 nominations.
tt0417349,North & South,2004,series,True,False,False,False,"North and South is a four part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle class southerner who is forced to move to the northern town of Milton.",8.6,1 nomination.
tt0116999,Marvin's Room,1996,movie,True,True,False,False,"After 20 years caring for her father, a woman with cancer now must re-connect with her trashy sister and nephews she's never met after being diagnosed. Her love helps the angry teen nephew, and her sister learns to relate to people.",6.7,Nominated for 1 Oscar. Another 4 wins & 12 nominations.
tt1786751,CBGB,2013,movie,True,False,False,False,"A look at the New York City punk-rock scene and the venerable nightclub, CBGB.",6.6,N/A
tt0066769,The Andromeda Strain,1971,movie,True,False,False,False,"A team of top scientists work feverishly in a secret, state-of-the-art laboratory to discover what has killed the citizens of a small town and learn how this deadly contagion can be stopped.",7.2,Nominated for 2 Oscars. Another 2 nominations.
tt1095217,Bad Lieutenant: Port of Call New Orleans,2009,movie,True,False,False,False,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.,6.6,3 wins & 13 nominations.
tt2314824,Behaving Badly,2014,movie,True,False,False,False,"Teenager Rick Stevens has a crush on Nina Pennington. They form a friendship and embark on a rock n' roll journey together while Nina deals with her overbearing boyfriend, Kevin.",4.4,N/A
tt1100051,Bereavement,2010,movie,True,False,False,False,"The horrific account of 6 year old Martin Bristol, abducted from his backyard swing and forced to witness the brutal crimes of a deranged madman.",5.1,4 wins.
tt0298228,Whale Rider,2002,movie,True,False,False,False,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",7.5,Nominated for 1 Oscar. Another 33 wins & 34 nominations.
tt0098621,The War of the Roses,1989,movie,True,False,False,False,A married couple try everything to get each other to leave the house in a vicious divorce battle.,6.8,Nominated for 3 Golden Globes. Another 2 wins & 6 nominations.
tt0097236,Dream a Little Dream,1989,movie,True,True,False,False,An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,5.9,N/A
tt0091799,Psycho III,1986,movie,True,False,False,False,"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.",5.4,2 nominations.
tt4445154,Deutschland 83,2015,series,True,False,False,False,"Martin Rauch is recruited by the HVA to infiltrate the West Germany army. As a rookie spy, his decisions constantly put his cover at risk and force his agency to take extreme measures.",8.1,8 wins & 11 nominations.
tt0078492,The Wild Geese,1978,movie,True,False,False,True,A British banker hires a group of British mercenaries to rescue a deposed African President from the hands of a corrupt African dictator.,6.8,1 win & 1 nomination.
tt0097481,Harlem Nights,1989,movie,True,False,False,True,"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",6.1,Nominated for 1 Oscar. Another 2 wins & 1 nomination.
tt0482629,The Ultimate Gift,2006,movie,True,True,False,False,"A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.",7.3,3 wins.
tt0368909,Ong-Bak: The Thai Warrior,2003,movie,True,False,False,False,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",7.2,2 wins & 5 nominations.
tt1553659,Breath,2017,movie,True,False,False,False,"After developing an interest in surfing, a teenage boy and his friend forge an unlikely friendship with an older surfer.",6.7,8 wins & 23 nominations.
tt1294688,Last Night,2010,movie,True,False,False,False,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",6.6,4 nominations.
tt0155711,Flawless,1999,movie,True,True,False,True,"An ultraconservative security guard suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons, with the drag queen next door.",6.5,3 wins & 4 nominations.
tt2331143,"Like Father, Like Son",2013,movie,True,False,False,False,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.",7.8,22 wins & 47 nominations.
tt0947802,Lakeview Terrace,2008,movie,True,True,False,False,"Based on a true story, a troubled and racist African-American L.A.P.D. Officer will stop at nothing to force out a friendly interracial couple who just moved in next door to him.",6.1,1 nomination.
tt5969696,The Battleship Island,2017,movie,True,False,False,False,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (""Hashima Island"") to mine for coal, attempt to a dramatic escape.",7.1,8 wins & 11 nominations.
tt0057187,Irma la Douce,1963,movie,True,False,False,False,"In Paris, a former policeman falls in love with a prostitute, and tries to get her out of that life by paying for all of her time.",7.4,Won 1 Oscar. Another 5 wins & 7 nominations.
tt1032819,Powder Blue,2009,movie,True,True,False,False,"Four Los Angelenos, a mortician, an ex-con, a suicidal ex-priest, and a stripper, are brought together on Christmas Eve by a mixture of circumstances.",6.3,N/A
tt0853153,Stuart: A Life Backwards,2007,movie,True,False,False,False,"A writer takes a backwards look at the life of his unlikely friend Stuart, a homeless alcoholic who experienced a traumatic event in his childhood.",7.8,6 wins & 1 nomination.
tt0195234,Saving Grace,2000,movie,True,True,False,False,"A small-town English widow, facing financial troubles after her husband's suicide, turns to agriculture of an illegal kind.",6.9,Nominated for 1 Golden Globe. Another 4 wins & 8 nominations.
tt0425413,"Run, Fat Boy, Run",2007,movie,True,False,False,False,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",6.6,3 nominations.
tt0115390,This Life,1996–1997,series,True,False,False,False,"A series following the lives of Miles, Milly, Warren, Egg and Anna, five young professionals.",8.5,4 wins & 2 nominations.
tt0088044,Savage Streets,1984,movie,True,True,False,False,A teenage vigilante seeks revenge on a group of violent thugs who raped her handicapped sister and killed her best friend.,6.3,1 win.
tt1808454,Suicide Room,2011,movie,True,False,False,False,"After suffering extreme humiliation at school, Dominik holes himself up in his room and begins spending all his time in a virtual reality chat room.",6.6,19 wins & 11 nominations.
tt0094057,Street Trash,1987,movie,True,False,False,False,"A liquor store owner sells alcoholic beverages to homeless people, unaware of what the bottles actually contain: toxic brew.",6.1,1 win.
tt0250934,61*,2001,movie,True,True,False,False,Roger Maris and Mickey Mantle race to break Babe Ruth's single-season home run record.,7.8,Nominated for 1 Golden Globe. Another 4 wins & 25 nominations.
tt0090713,The Best of Times,1986,movie,True,False,False,False,A small-town loser determines to have one more shot at the big time by winning a football game.,6.0,N/A
tt0063240,The Lost Continent,1968,movie,True,False,False,False,"On their way to South America, the passengers and crew of an old freighter face many challenges. The captain has taken on illegal cargo - a dangerous consignment of phosphorous that will ...",5.7,N/A
tt0090830,Children of a Lesser God,1986,movie,True,False,False,False,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.",7.2,Won 1 Oscar. Another 5 wins & 11 nominations.
tt3138344,Baked in Brooklyn,2016,movie,True,False,False,False,"A guy decides to sell weed after losing his job, but things soon go out of hand as demand of business and paranoia starts taking over.",5.4,N/A
tt5688868,Primal Rage: The Legend of Konga,2018,movie,True,False,False,False,"A newly reunited young couple's drive through the Pacific Northwest turns into a nightmare as they are forced to face nature, unsavory locals, and a monstrous creature, known to the Native Americans as Oh-Mah.",4.9,N/A
tt0031210,Dark Victory,1939,movie,True,False,False,False,"A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",7.6,Nominated for 3 Oscars. Another 2 wins & 1 nomination.
tt1713440,The Man with Thousand Faces,2016,movie,True,False,False,False,"The story of a man who fooled an entire country. A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.",6.9,24 wins & 33 nominations.
tt0062824,Coogan's Bluff,1968,movie,True,False,False,False,Arizona Deputy Sheriff Coogan (Clint Eastwood) is sent to New York City to escort an escaped fugitive back for trial.,6.5,N/A
tt6443294,Blaze,2018,movie,True,False,False,False,"A reimagining of the life and times of Blaze Foley, the unsung songwriting legend of the Texas Outlaw Music movement.",6.6,4 wins & 12 nominations.
tt4413338,Abzurdah,2015,movie,True,False,False,False,"Based on the autobiographical novel by Cielo Latini, the film tells the story of a teenager who falls in love and starts dating an older man whom she met on the Internet. Submerged in a ...",5.4,2 wins & 8 nominations.
tt0494277,Strictly Sexual,2008,movie,True,False,False,False,"Two successful women, sick and tired of dating and relationships, decide to keep two young men in their pool house for strictly sexual purposes.",6.3,N/A
tt0092263,A Better Tomorrow,1986,movie,True,False,False,True,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",7.5,6 wins & 14 nominations.
tt4305148,Lovesong,2016,movie,True,False,False,False,The relationship between two friends deepens during an impromptu road trip.,6.3,1 win & 4 nominations.
tt0035279,Saboteur,1942,movie,True,False,False,False,An aircraft factory worker goes on the run after being wrongly accused of starting a fire that killed his best friend.,7.2,1 nomination.
tt0324264,Tipping the Velvet,2002,series,True,False,False,False,The story of Nan Astley who falls in love with three different women on her journey to stardom and happiness in 1887 Victorian England.,7.7,5 wins & 3 nominations.
tt7937168,The Endless Trench,2019,movie,True,False,False,False,1936. A country taken by the fascism. A husband marked for the killing. A wife determined to all for saving him. An endless incarceration in his own home.,7.3,19 wins & 44 nominations.
tt0099703,The Grifters,1990,movie,True,False,False,True,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",6.9,Nominated for 4 Oscars. Another 10 wins & 17 nominations.
tt1327035,Dev.D,2009,movie,True,False,False,False,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",8.0,6 wins & 11 nominations.
tt2235779,The Quiet Ones,2014,movie,True,False,False,False,"A university professor and a team of students conduct an experiment on a young woman, uncovering terrifyingly dark, unexpected forces in the process.",5.1,7 nominations.
tt0913425,Broken Embraces,2009,movie,True,False,False,False,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",7.2,Nominated for 1 Golden Globe. Another 9 wins & 44 nominations.
tt0940642,200 Pounds Beauty,2006,movie,True,False,False,False,"A talented but obese girl, who ghost-sings for a not-so-talented pop star, undergoes extensive plastic surgery to become a slender beauty with a new identity.",6.8,6 wins & 13 nominations.
tt5614612,Black Snow,2017,movie,True,False,False,False,"Accused of killing his brother during adolescence, Salvador lives alone in the middle of Patagonia. Several decades later, his brother Marcos and his sister-in-law Laura, come to convince him to sell the lands they share by inheritance.",6.2,2 nominations.
tt0116095,Diabolique,1996,movie,True,False,False,False,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,5.5,2 wins & 1 nomination.
